Fuel,On-Road Application,Torque (lb-ft),Pollutant,Multiplier
Gasoline,Combination Long-haul Truck,,PM2.5,1
Gasoline,Combination Long-haul Truck,,PM2.5 (TBW),1
Gasoline,Combination Long-haul Truck,,VOC,1
Gasoline,Combination Long-haul Truck,,VOC (Evap),1
Gasoline,Combination Short-haul Truck,,CO,1
Gasoline,Combination Short-haul Truck,,NOx,1
Gasoline,Combination Short-haul Truck,,PM10,1
Gasoline,Combination Short-haul Truck,,PM10 (TBW),1
Gasoline,Combination Short-haul Truck,,PM2.5,1
Gasoline,Combination Short-haul Truck,,PM2.5 (TBW),1
Gasoline,Combination Short-haul Truck,,VOC,1
Gasoline,Combination Short-haul Truck,,VOC (Evap),1
Gasoline,Light Commercial Truck,,CO,1
Gasoline,Light Commercial Truck,,NOx,1
Gasoline,Light Commercial Truck,,PM10,1
Gasoline,Light Commercial Truck,,PM10 (TBW),1
Gasoline,Light Commercial Truck,,PM2.5,1
Gasoline,Light Commercial Truck,,PM2.5 (TBW),1
Gasoline,Light Commercial Truck,,VOC,1
Gasoline,Light Commercial Truck,,VOC (Evap),1
Gasoline,Passenger Car,N/A,CO,1
Gasoline,Passenger Car,N/A,NOx,1
Gasoline,Passenger Car,N/A,PM10,1
Gasoline,Passenger Car,N/A,PM10 (TBW),1
Gasoline,Passenger Car,N/A,PM2.5,1
Gasoline,Passenger Car,N/A,PM2.5 (TBW),1
Gasoline,Passenger Car,N/A,VOC,1
Gasoline,Passenger Car,N/A,VOC (Evap),1
Gasoline,Passenger Truck,N/A,CO,1
Gasoline,Passenger Truck,N/A,NOx,1
Gasoline,Passenger Truck,N/A,PM10,1
Gasoline,Passenger Truck,N/A,PM10 (TBW),1
Gasoline,Passenger Truck,N/A,PM2.5,1
Gasoline,Passenger Truck,N/A,PM2.5 (TBW),1
Gasoline,Passenger Truck,N/A,VOC,1
Gasoline,Passenger Truck,N/A,VOC (Evap),1
Gasoline,Refuse Truck,,CO,1
Gasoline,Refuse Truck,,NOx,1
Gasoline,Refuse Truck,,PM10,1
Gasoline,Refuse Truck,,PM10 (TBW),1
Gasoline,Refuse Truck,,PM2.5,1
Gasoline,Refuse Truck,,PM2.5 (TBW),1
Gasoline,Refuse Truck,,VOC,1
Gasoline,Refuse Truck,,VOC (Evap),1
Gasoline,School Bus,,CO,1
Gasoline,School Bus,,NOx,1
Gasoline,School Bus,,PM10,1
Gasoline,School Bus,,PM10 (TBW),1
Gasoline,School Bus,,PM2.5,1
Gasoline,School Bus,,PM2.5 (TBW),1
Gasoline,School Bus,,VOC,1
Gasoline,School Bus,,VOC (Evap),1
Gasoline,Single Unit Long-haul Truck,,CO,1
Gasoline,Single Unit Long-haul Truck,,NOx,1
Gasoline,Single Unit Long-haul Truck,,PM10,1
Gasoline,Single Unit Long-haul Truck,,PM10 (TBW),1
Gasoline,Single Unit Long-haul Truck,,PM2.5,1
Gasoline,Single Unit Long-haul Truck,,PM2.5 (TBW),1
Gasoline,Single Unit Long-haul Truck,,VOC,1
Gasoline,Single Unit Long-haul Truck,,VOC (Evap),1
Gasoline,Single Unit Short-haul Truck,,CO,1
Gasoline,Single Unit Short-haul Truck,,NOx,1
Gasoline,Single Unit Short-haul Truck,,PM10,1
Gasoline,Single Unit Short-haul Truck,,PM10 (TBW),1
Gasoline,Single Unit Short-haul Truck,,PM2.5,1
Gasoline,Single Unit Short-haul Truck,,PM2.5 (TBW),1
Gasoline,Single Unit Short-haul Truck,,VOC,1
Gasoline,Single Unit Short-haul Truck,,VOC (Evap),1
Gasoline,Transit Bus,,CO,1
Gasoline,Transit Bus,,NOx,1
Gasoline,Transit Bus,,PM10,1
Gasoline,Transit Bus,,PM10 (TBW),1
Gasoline,Transit Bus,,PM2.5,1
Gasoline,Transit Bus,,PM2.5 (TBW),1
Gasoline,Transit Bus,,VOC,1
Gasoline,Transit Bus,,VOC (Evap),1
Diesel,Combination Long-haul Truck,,CO,1
Diesel,Combination Long-haul Truck,,NOx,1
Diesel,Combination Long-haul Truck,,PM10,1
Diesel,Combination Long-haul Truck,,PM10 (TBW),1
Diesel,Combination Long-haul Truck,,PM2.5,1
Diesel,Combination Long-haul Truck,,PM2.5 (TBW),1
Diesel,Combination Long-haul Truck,,VOC,1
Diesel,Combination Long-haul Truck,,VOC (Evap),1
Diesel,Combination Short-haul Truck,,CO,1
Diesel,Combination Short-haul Truck,,NOx,1
Diesel,Combination Short-haul Truck,,PM10,1
Diesel,Combination Short-haul Truck,,PM10 (TBW),1
Diesel,Combination Short-haul Truck,,PM2.5,1
Diesel,Combination Short-haul Truck,,PM2.5 (TBW),1
Diesel,Combination Short-haul Truck,,VOC,1
Diesel,Combination Short-haul Truck,,VOC (Evap),1
Diesel,Light Commercial Truck,,CO,1
Diesel,Light Commercial Truck,,NOx,1
Diesel,Light Commercial Truck,,PM10,1
Diesel,Light Commercial Truck,,PM10 (TBW),1
Diesel,Light Commercial Truck,,PM2.5,1
Diesel,Light Commercial Truck,,PM2.5 (TBW),1
Diesel,Light Commercial Truck,,VOC,1
Diesel,Light Commercial Truck,,VOC (Evap),1
Diesel,Passenger Car,N/A,CO,1
Diesel,Passenger Car,N/A,NOx,1
Diesel,Passenger Car,N/A,PM10,1
Diesel,Passenger Car,N/A,PM10 (TBW),1
Diesel,Passenger Car,N/A,PM2.5,1
Diesel,Passenger Car,N/A,PM2.5 (TBW),1
Diesel,Passenger Car,N/A,VOC,1
Diesel,Passenger Car,N/A,VOC (Evap),1
Diesel,Passenger Truck,N/A,CO,1
Diesel,Passenger Truck,N/A,NOx,1
Diesel,Passenger Truck,N/A,PM10,1
Diesel,Passenger Truck,N/A,PM10 (TBW),1
Diesel,Passenger Truck,N/A,PM2.5,1
Diesel,Passenger Truck,N/A,PM2.5 (TBW),1
Diesel,Passenger Truck,N/A,VOC,1
Diesel,Passenger Truck,N/A,VOC (Evap),1
Diesel,Refuse Truck,,CO,1
Diesel,Refuse Truck,,NOx,1
Diesel,Refuse Truck,,PM10,1
Diesel,Refuse Truck,,PM10 (TBW),1
Diesel,Refuse Truck,,PM2.5,1
Diesel,Refuse Truck,,PM2.5 (TBW),1
Diesel,Refuse Truck,,VOC,1
Diesel,Refuse Truck,,VOC (Evap),1
Diesel,School Bus,,CO,1
Diesel,School Bus,,NOx,1
Diesel,School Bus,,PM10,1
Diesel,School Bus,,PM10 (TBW),1
Diesel,School Bus,,PM2.5,1
Diesel,School Bus,,PM2.5 (TBW),1
Diesel,School Bus,,VOC,1
Diesel,School Bus,,VOC (Evap),1
Diesel,Single Unit Long-haul Truck,,CO,1
Diesel,Single Unit Long-haul Truck,,NOx,1
Diesel,Single Unit Long-haul Truck,,PM10,1
Diesel,Single Unit Long-haul Truck,,PM10 (TBW),1
Diesel,Single Unit Long-haul Truck,,PM2.5,1
Diesel,Single Unit Long-haul Truck,,PM2.5 (TBW),1
Diesel,Single Unit Long-haul Truck,,VOC,1
Diesel,Single Unit Long-haul Truck,,VOC (Evap),1
Diesel,Single Unit Short-haul Truck,,CO,1
Diesel,Single Unit Short-haul Truck,,NOx,1
Diesel,Single Unit Short-haul Truck,,PM10,1
Diesel,Single Unit Short-haul Truck,,PM10 (TBW),1
Diesel,Single Unit Short-haul Truck,,PM2.5,1
Diesel,Single Unit Short-haul Truck,,PM2.5 (TBW),1
Diesel,Single Unit Short-haul Truck,,VOC,1
Diesel,Single Unit Short-haul Truck,,VOC (Evap),1
Diesel,Transit Bus,,CO,1
Diesel,Transit Bus,,NOx,1
Diesel,Transit Bus,,PM10,1
Diesel,Transit Bus,,PM10 (TBW),1
Diesel,Transit Bus,,PM2.5,1
Diesel,Transit Bus,,PM2.5 (TBW),1
Diesel,Transit Bus,,VOC,1
Diesel,Transit Bus,,VOC (Evap),1
FCV,Combination Long-haul Truck,,CO,0
FCV,Combination Long-haul Truck,,NOx,0
FCV,Combination Long-haul Truck,,PM10,0
FCV,Combination Long-haul Truck,,PM10 (TBW),1
FCV,Combination Long-haul Truck,,PM2.5,0
FCV,Combination Long-haul Truck,,PM2.5 (TBW),1
FCV,Combination Long-haul Truck,,VOC,0
FCV,Combination Long-haul Truck,,VOC (Evap),0
FCV,Combination Short-haul Truck,,CO,0
FCV,Combination Short-haul Truck,,NOx,0
FCV,Combination Short-haul Truck,,PM10,0
FCV,Combination Short-haul Truck,,PM10 (TBW),1
FCV,Combination Short-haul Truck,,PM2.5,0
FCV,Combination Short-haul Truck,,PM2.5 (TBW),1
FCV,Combination Short-haul Truck,,VOC,0
FCV,Combination Short-haul Truck,,VOC (Evap),0
FCV,Light Commercial Truck,,CO,0
FCV,Light Commercial Truck,,NOx,0
FCV,Light Commercial Truck,,PM10,0
FCV,Light Commercial Truck,,PM10 (TBW),1
FCV,Light Commercial Truck,,PM2.5,0
FCV,Light Commercial Truck,,PM2.5 (TBW),1
FCV,Light Commercial Truck,,VOC,0
FCV,Light Commercial Truck,,VOC (Evap),0
FCV,Passenger Car,N/A,CO,0
FCV,Passenger Car,N/A,NOx,0
FCV,Passenger Car,N/A,PM10,0
FCV,Passenger Car,N/A,PM10 (TBW),1
FCV,Passenger Car,N/A,PM2.5,0
FCV,Passenger Car,N/A,PM2.5 (TBW),1
FCV,Passenger Car,N/A,VOC,0
FCV,Passenger Car,N/A,VOC (Evap),0
FCV,Passenger Truck,N/A,CO,0
FCV,Passenger Truck,N/A,NOx,0
FCV,Passenger Truck,N/A,PM10,0
FCV,Passenger Truck,N/A,PM10 (TBW),1
FCV,Passenger Truck,N/A,PM2.5,0
FCV,Passenger Truck,N/A,PM2.5 (TBW),1
FCV,Passenger Truck,N/A,VOC,0
FCV,Passenger Truck,N/A,VOC (Evap),0
FCV,Refuse Truck,,CO,0
FCV,Refuse Truck,,NOx,0
FCV,Refuse Truck,,PM10,0
FCV,Refuse Truck,,PM10 (TBW),1
FCV,Refuse Truck,,PM2.5,0
FCV,Refuse Truck,,PM2.5 (TBW),1
FCV,Refuse Truck,,VOC,0
FCV,Refuse Truck,,VOC (Evap),0
FCV,School Bus,,CO,0
FCV,School Bus,,NOx,0
FCV,School Bus,,PM10,0
FCV,School Bus,,PM10 (TBW),1
FCV,School Bus,,PM2.5,0
FCV,School Bus,,PM2.5 (TBW),1
FCV,School Bus,,VOC,0
FCV,School Bus,,VOC (Evap),0
FCV,Single Unit Long-haul Truck,,CO,0
FCV,Single Unit Long-haul Truck,,NOx,0
FCV,Single Unit Long-haul Truck,,PM10,0
FCV,Single Unit Long-haul Truck,,PM10 (TBW),1
FCV,Single Unit Long-haul Truck,,PM2.5,0
FCV,Single Unit Long-haul Truck,,PM2.5 (TBW),1
FCV,Single Unit Long-haul Truck,,VOC,0
FCV,Single Unit Long-haul Truck,,VOC (Evap),0
FCV,Single Unit Short-haul Truck,,CO,0
FCV,Single Unit Short-haul Truck,,NOx,0
FCV,Single Unit Short-haul Truck,,PM10,0
FCV,Single Unit Short-haul Truck,,PM10 (TBW),1
FCV,Single Unit Short-haul Truck,,PM2.5,0
FCV,Single Unit Short-haul Truck,,PM2.5 (TBW),1
FCV,Single Unit Short-haul Truck,,VOC,0
FCV,Single Unit Short-haul Truck,,VOC (Evap),0
FCV,Transit Bus,,CO,0
FCV,Transit Bus,,NOx,0
FCV,Transit Bus,,PM10,0
FCV,Transit Bus,,PM10 (TBW),1
FCV,Transit Bus,,PM2.5,0
FCV,Transit Bus,,PM2.5 (TBW),1
FCV,Transit Bus,,VOC,0
FCV,Transit Bus,,VOC (Evap),0
EV,Combination Long-haul Truck,,CO,0
EV,Combination Long-haul Truck,,NOx,0
EV,Combination Long-haul Truck,,PM10,0
EV,Combination Long-haul Truck,,PM10 (TBW),1
EV,Combination Long-haul Truck,,PM2.5,0
EV,Combination Long-haul Truck,,PM2.5 (TBW),1
EV,Combination Long-haul Truck,,VOC,0
EV,Combination Long-haul Truck,,VOC (Evap),0
EV,Combination Short-haul Truck,,CO,0
EV,Combination Short-haul Truck,,NOx,0
EV,Combination Short-haul Truck,,PM10,0
EV,Combination Short-haul Truck,,PM10 (TBW),1
EV,Combination Short-haul Truck,,PM2.5,0
EV,Combination Short-haul Truck,,PM2.5 (TBW),1
EV,Combination Short-haul Truck,,VOC,0
EV,Combination Short-haul Truck,,VOC (Evap),0
EV,Light Commercial Truck,,CO,0
EV,Light Commercial Truck,,NOx,0
EV,Light Commercial Truck,,PM10,0
EV,Light Commercial Truck,,PM10 (TBW),1
EV,Light Commercial Truck,,PM2.5,0
EV,Light Commercial Truck,,PM2.5 (TBW),1
EV,Light Commercial Truck,,VOC,0
EV,Light Commercial Truck,,VOC (Evap),0
EV,Passenger Car,N/A,CO,0
EV,Passenger Car,N/A,NOx,0
EV,Passenger Car,N/A,PM10,0
EV,Passenger Car,N/A,PM10 (TBW),1
EV,Passenger Car,N/A,PM2.5,0
EV,Passenger Car,N/A,PM2.5 (TBW),1
EV,Passenger Car,N/A,VOC,0
EV,Passenger Car,N/A,VOC (Evap),0
EV,Passenger Truck,N/A,CO,0
EV,Passenger Truck,N/A,NOx,0
EV,Passenger Truck,N/A,PM10,0
EV,Passenger Truck,N/A,PM10 (TBW),1
EV,Passenger Truck,N/A,PM2.5,0
EV,Passenger Truck,N/A,PM2.5 (TBW),1
EV,Passenger Truck,N/A,VOC,0
EV,Passenger Truck,N/A,VOC (Evap),0
EV,Refuse Truck,,CO,0
EV,Refuse Truck,,NOx,0
EV,Refuse Truck,,PM10,0
EV,Refuse Truck,,PM10 (TBW),1
EV,Refuse Truck,,PM2.5,0
EV,Refuse Truck,,PM2.5 (TBW),1
EV,Refuse Truck,,VOC,0
EV,Refuse Truck,,VOC (Evap),0
EV,School Bus,,CO,0
EV,School Bus,,NOx,0
EV,School Bus,,PM10,0
EV,School Bus,,PM10 (TBW),1
EV,School Bus,,PM2.5,0
EV,School Bus,,PM2.5 (TBW),1
EV,School Bus,,VOC,0
EV,School Bus,,VOC (Evap),0
EV,Single Unit Long-haul Truck,,CO,0
EV,Single Unit Long-haul Truck,,NOx,0
EV,Single Unit Long-haul Truck,,PM10,0
EV,Single Unit Long-haul Truck,,PM10 (TBW),1
EV,Single Unit Long-haul Truck,,PM2.5,0
EV,Single Unit Long-haul Truck,,PM2.5 (TBW),1
EV,Single Unit Long-haul Truck,,VOC,0
EV,Single Unit Long-haul Truck,,VOC (Evap),0
EV,Single Unit Short-haul Truck,,CO,0
EV,Single Unit Short-haul Truck,,NOx,0
EV,Single Unit Short-haul Truck,,PM10,0
EV,Single Unit Short-haul Truck,,PM10 (TBW),1
EV,Single Unit Short-haul Truck,,PM2.5,0
EV,Single Unit Short-haul Truck,,PM2.5 (TBW),1
EV,Single Unit Short-haul Truck,,VOC,0
EV,Single Unit Short-haul Truck,,VOC (Evap),0
EV,Transit Bus,,CO,0
EV,Transit Bus,,NOx,0
EV,Transit Bus,,PM10,0
EV,Transit Bus,,PM10 (TBW),1
EV,Transit Bus,,PM2.5,0
EV,Transit Bus,,PM2.5 (TBW),1
EV,Transit Bus,,VOC,0
EV,Transit Bus,,VOC (Evap),0
PHEV,Combination Long-haul Truck,,CO,0.5
PHEV,Combination Long-haul Truck,,NOx,1
PHEV,Combination Long-haul Truck,,PM10,1
PHEV,Combination Long-haul Truck,,PM10 (TBW),1
PHEV,Combination Long-haul Truck,,PM2.5,1
PHEV,Combination Long-haul Truck,,PM2.5 (TBW),1
PHEV,Combination Long-haul Truck,,VOC,1
PHEV,Combination Long-haul Truck,,VOC (Evap),1
PHEV,Combination Short-haul Truck,,CO,0.5
PHEV,Combination Short-haul Truck,,NOx,1
PHEV,Combination Short-haul Truck,,PM10,1
PHEV,Combination Short-haul Truck,,PM10 (TBW),1
PHEV,Combination Short-haul Truck,,PM2.5,1
PHEV,Combination Short-haul Truck,,PM2.5 (TBW),1
PHEV,Combination Short-haul Truck,,VOC,1
PHEV,Combination Short-haul Truck,,VOC (Evap),1
PHEV,Light Commercial Truck,,CO,1
PHEV,Light Commercial Truck,,NOx,0.84
PHEV,Light Commercial Truck,,PM10,1
PHEV,Light Commercial Truck,,PM10 (TBW),1
PHEV,Light Commercial Truck,,PM2.5,1
PHEV,Light Commercial Truck,,PM2.5 (TBW),1
PHEV,Light Commercial Truck,,VOC,0.54
PHEV,Light Commercial Truck,,VOC (Evap),1
PHEV,Passenger Car,N/A,CO,1
PHEV,Passenger Car,N/A,NOx,0.84
PHEV,Passenger Car,N/A,PM10,1
PHEV,Passenger Car,N/A,PM10 (TBW),1
PHEV,Passenger Car,N/A,PM2.5,1
PHEV,Passenger Car,N/A,PM2.5 (TBW),1
PHEV,Passenger Car,N/A,VOC,0.54
PHEV,Passenger Car,N/A,VOC (Evap),1
PHEV,Passenger Truck,N/A,CO,1
PHEV,Passenger Truck,N/A,NOx,0.84
PHEV,Passenger Truck,N/A,PM10,1
PHEV,Passenger Truck,N/A,PM10 (TBW),1
PHEV,Passenger Truck,N/A,PM2.5,1
PHEV,Passenger Truck,N/A,PM2.5 (TBW),1
PHEV,Passenger Truck,N/A,VOC,0.54
PHEV,Passenger Truck,N/A,VOC (Evap),1
PHEV,Refuse Truck,,CO,0.5
PHEV,Refuse Truck,,NOx,1
PHEV,Refuse Truck,,PM10,1
PHEV,Refuse Truck,,PM10 (TBW),1
PHEV,Refuse Truck,,PM2.5,1
PHEV,Refuse Truck,,PM2.5 (TBW),1
PHEV,Refuse Truck,,VOC,1
PHEV,Refuse Truck,,VOC (Evap),1
PHEV,School Bus,,CO,0.5
PHEV,School Bus,,NOx,1
PHEV,School Bus,,PM10,1
PHEV,School Bus,,PM10 (TBW),1
PHEV,School Bus,,PM2.5,1
PHEV,School Bus,,PM2.5 (TBW),1
PHEV,School Bus,,VOC,1
PHEV,School Bus,,VOC (Evap),1
PHEV,Single Unit Long-haul Truck,,CO,0.5
PHEV,Single Unit Long-haul Truck,,NOx,1
PHEV,Single Unit Long-haul Truck,,PM10,1
PHEV,Single Unit Long-haul Truck,,PM10 (TBW),1
PHEV,Single Unit Long-haul Truck,,PM2.5,1
PHEV,Single Unit Long-haul Truck,,PM2.5 (TBW),1
PHEV,Single Unit Long-haul Truck,,VOC,1
PHEV,Single Unit Long-haul Truck,,VOC (Evap),1
PHEV,Single Unit Short-haul Truck,,CO,0.5
PHEV,Single Unit Short-haul Truck,,NOx,1
PHEV,Single Unit Short-haul Truck,,PM10,1
PHEV,Single Unit Short-haul Truck,,PM10 (TBW),1
PHEV,Single Unit Short-haul Truck,,PM2.5,1
PHEV,Single Unit Short-haul Truck,,PM2.5 (TBW),1
PHEV,Single Unit Short-haul Truck,,VOC,1
PHEV,Single Unit Short-haul Truck,,VOC (Evap),1
PHEV,Transit Bus,,CO,0.5
PHEV,Transit Bus,,NOx,1
PHEV,Transit Bus,,PM10,1
PHEV,Transit Bus,,PM10 (TBW),1
PHEV,Transit Bus,,PM2.5,1
PHEV,Transit Bus,,PM2.5 (TBW),1
PHEV,Transit Bus,,VOC,1
PHEV,Transit Bus,,VOC (Evap),1
EREV,Combination Long-haul Truck,,CO,0.5
EREV,Combination Long-haul Truck,,NOx,1
EREV,Combination Long-haul Truck,,PM10,1
EREV,Combination Long-haul Truck,,PM10 (TBW),1
EREV,Combination Long-haul Truck,,PM2.5,1
EREV,Combination Long-haul Truck,,PM2.5 (TBW),1
EREV,Combination Long-haul Truck,,VOC,1
EREV,Combination Long-haul Truck,,VOC (Evap),1
EREV,Combination Short-haul Truck,,CO,0.5
EREV,Combination Short-haul Truck,,NOx,1
EREV,Combination Short-haul Truck,,PM10,1
EREV,Combination Short-haul Truck,,PM10 (TBW),1
EREV,Combination Short-haul Truck,,PM2.5,1
EREV,Combination Short-haul Truck,,PM2.5 (TBW),1
EREV,Combination Short-haul Truck,,VOC,1
EREV,Combination Short-haul Truck,,VOC (Evap),1
EREV,Light Commercial Truck,,CO,1
EREV,Light Commercial Truck,,NOx,0.84
EREV,Light Commercial Truck,,PM10,1
EREV,Light Commercial Truck,,PM10 (TBW),1
EREV,Light Commercial Truck,,PM2.5,1
EREV,Light Commercial Truck,,PM2.5 (TBW),1
EREV,Light Commercial Truck,,VOC,0.54
EREV,Light Commercial Truck,,VOC (Evap),1
EREV,Passenger Car,N/A,CO,1
EREV,Passenger Car,N/A,NOx,0.84
EREV,Passenger Car,N/A,PM10,1
EREV,Passenger Car,N/A,PM10 (TBW),1
EREV,Passenger Car,N/A,PM2.5,1
EREV,Passenger Car,N/A,PM2.5 (TBW),1
EREV,Passenger Car,N/A,VOC,0.54
EREV,Passenger Car,N/A,VOC (Evap),1
EREV,Passenger Truck,N/A,CO,1
EREV,Passenger Truck,N/A,NOx,0.84
EREV,Passenger Truck,N/A,PM10,1
EREV,Passenger Truck,N/A,PM10 (TBW),1
EREV,Passenger Truck,N/A,PM2.5,1
EREV,Passenger Truck,N/A,PM2.5 (TBW),1
EREV,Passenger Truck,N/A,VOC,0.54
EREV,Passenger Truck,N/A,VOC (Evap),1
EREV,Refuse Truck,,CO,0.5
EREV,Refuse Truck,,NOx,1
EREV,Refuse Truck,,PM10,1
EREV,Refuse Truck,,PM10 (TBW),1
EREV,Refuse Truck,,PM2.5,1
EREV,Refuse Truck,,PM2.5 (TBW),1
EREV,Refuse Truck,,VOC,1
EREV,Refuse Truck,,VOC (Evap),1
EREV,School Bus,,CO,0.5
EREV,School Bus,,NOx,1
EREV,School Bus,,PM10,1
EREV,School Bus,,PM10 (TBW),1
EREV,School Bus,,PM2.5,1
EREV,School Bus,,PM2.5 (TBW),1
EREV,School Bus,,VOC,1
EREV,School Bus,,VOC (Evap),1
EREV,Single Unit Long-haul Truck,,CO,0.5
EREV,Single Unit Long-haul Truck,,NOx,1
EREV,Single Unit Long-haul Truck,,PM10,1
EREV,Single Unit Long-haul Truck,,PM10 (TBW),1
EREV,Single Unit Long-haul Truck,,PM2.5,1
EREV,Single Unit Long-haul Truck,,PM2.5 (TBW),1
EREV,Single Unit Long-haul Truck,,VOC,1
EREV,Single Unit Long-haul Truck,,VOC (Evap),1
EREV,Single Unit Short-haul Truck,,CO,0.5
EREV,Single Unit Short-haul Truck,,NOx,1
EREV,Single Unit Short-haul Truck,,PM10,1
EREV,Single Unit Short-haul Truck,,PM10 (TBW),1
EREV,Single Unit Short-haul Truck,,PM2.5,1
EREV,Single Unit Short-haul Truck,,PM2.5 (TBW),1
EREV,Single Unit Short-haul Truck,,VOC,1
EREV,Single Unit Short-haul Truck,,VOC (Evap),1
EREV,Transit Bus,,CO,0.5
EREV,Transit Bus,,NOx,1
EREV,Transit Bus,,PM10,1
EREV,Transit Bus,,PM10 (TBW),1
EREV,Transit Bus,,PM2.5,1
EREV,Transit Bus,,PM2.5 (TBW),1
EREV,Transit Bus,,VOC,1
EREV,Transit Bus,,VOC (Evap),1
